,NHS_NUMBER,DATE_OF_BIRTH,FIRST_NAME,LAST_NAME,HOUSEHOLD,AGE,PRACTICE_CODE,PRACTICE_NAME,DISTANCE_FROM_PRACTICE,ESTABLISHMENT_TYPE,EDUCATIONAL_ESTABLISHMENT_UPN,EDUCATIONAL_ESTABLISHMENT_NAME,UNI_COURSE_CODE,UNI_COURSE_TITLE,LAT,LON,MARITAL_STATUS_CODE,MARITAL_STATUS,GENERAL_HEALTH_CODE,GENERAL_HEALTH,OCCUPATION_CODE,OCCUPATION,SEX_CODE,SEX,HOURS_WORKED_CODE,HOURS_WORKED,ECONOMICACTIVITY_CODE,ECONOMICACTIVITY,HOUSEHOLD_TYPE_CODE,HOUSEHOLD_TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,ADDRESS_5,ADDRESS_6,YEARS_AT_ADDRESS,POSTCODE,POSTCODE_NO_SPACE,LOCAL_AUTHORITY_CODE,LOCAL_AUTHORITY,LSOA_CODE,ETHNICITY,CANCER,DIABETES,COPD,ASTHMA,HYPERTENSION,MORBILITIES,ICB22NM,ICB22CD,PCN,MULTIPLE_MOBILITIES,BODY_WEIGHT
2581,0040189502,1987-05-21,Lela,Brumer,H16719801,38,F83006,AMPTHILL PRACTICE,174.35261709257978,,,,,,51.54663006,-0.13746016,1,Single,4, Good,6,Administrative and secretarial occupations,2,Female,5,16-74 years old who do not fall into these categories,7,Economically inactive -  looking after home or family,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2582,0004354573,1990-05-21,Morris,Miller,H19461518,35,F83006,AMPTHILL PRACTICE,226.72144010985244,,,,,,51.5462861,-0.13668129,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,7,16-30 hours per week,5,Economically active -  self employed,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2583,0026166067,1979-05-21,Robert,Mooney,H19461685,46,F83006,AMPTHILL PRACTICE,231.315182440966,,,,,,51.54623562,-0.13662027,1,Single,3,Fair,7,Skilled trades occupations,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,1,,1,1,3,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2584,0026166067,1979-05-21,Robert,Mooney,H19461685,46,F83006,AMPTHILL PRACTICE,231.315182440966,,,,,,51.54623562,-0.13662027,1,Single,3,Fair,7,Skilled trades occupations,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,1,,1,1,3,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2585,0006115148,1967-05-21,Rose,Bouchard,H19461411,58,F83006,AMPTHILL PRACTICE,232.67559042687907,,,,,,51.54643962,-0.13659044,1,Single,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2586,0032304468,2003-05-21,Shirley,Lopez,H19460812,22,F83006,AMPTHILL PRACTICE,218.7989090531749,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDFSNTFY,Fashion Textiles (including foundation year),51.54659181,-0.13680534,1,Single,5,Very Good,2,Not Working,2,Female,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2587,0032304468,2003-05-21,Shirley,Lopez,H19460812,22,F83006,AMPTHILL PRACTICE,218.7989090531749,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDFSNTFY,Fashion Textiles (including foundation year),51.54659181,-0.13680534,1,Single,5,Very Good,2,Not Working,2,Female,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2588,0018479704,1991-05-21,Christina,Broyles,H19461608,34,F83006,AMPTHILL PRACTICE,211.8747976778455,,,,,,51.54668247,-0.1369241,1,Single,5,Very Good,5,Associate professional and technical occupations,2,Female,4,<49 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2589,0051577679,1976-05-21,Omer,Maddox,H19461047,49,F83006,AMPTHILL PRACTICE,233.1910265303584,,,,,,51.54616247,-0.13660449,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,4, Good,4,Professional occupations,1,Male,5,16-74 years old who do not fall into these categories,6,Economically active - unemployed,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,1,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2590,0024325423,1993-05-21,Chasity,West,H19461411,32,F83006,AMPTHILL PRACTICE,232.67559042687907,,,,,,51.54643962,-0.13659044,1,Single,3,Fair,3,"Managers, directors and senior officials",2,Female,7,16-30 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Underweight
2591,0023308525,2014-05-21,Rosa,Andrews,H16719801,11,F83006,AMPTHILL PRACTICE,174.35261709257978,School,100453,Beacon High,,,51.54663006,-0.13746016,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2592,0018360883,2002-05-21,Yolanda,Bishop,H19461309,23,F83006,AMPTHILL PRACTICE,200.2516308553473,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDECHSFY,Early Childhood Studies (including foundation year),51.54655279,-0.13706897,1,Single,5,Very Good,2,Not Working,2,Female,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2593,0045470346,1987-05-21,William,Scott,H19461165,38,F83006,AMPTHILL PRACTICE,173.87491864400124,,,,,,51.54673217,-0.13749696,1,Single,3,Fair,11,Elementary occupations,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,1,,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2594,0030868505,2020-05-21,Kevin,Collins,H16719755,5,F83006,AMPTHILL PRACTICE,237.58491824978873,School,145731,Hungerford School,,,51.54616585,-0.13653993,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Asian,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Underweight
2595,0006796686,1997-05-21,Orlando,Sizemore,H19461420,28,F83006,AMPTHILL PRACTICE,182.5991654597553,,,,,,51.54654306,-0.13732384,1,Single,3,Fair,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,1,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2596,0041036366,2002-05-21,Cindy,Moore,H19461420,23,F83006,AMPTHILL PRACTICE,182.5991654597553,,,,,,51.54654306,-0.13732384,1,Single,5,Very Good,2,Not Working,2,Female,5,16-74 years old who do not fall into these categories,7,Economically inactive -  looking after home or family,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2597,0024008175,1994-05-21,Sharon,Mccutcheon,H19461774,31,F83006,AMPTHILL PRACTICE,215.46258253949412,,,,,,51.546478,-0.13684122,1,Single,5,Very Good,5,Associate professional and technical occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2598,0015628273,1993-05-21,Theresa,Winnike,H19461550,32,F83006,AMPTHILL PRACTICE,195.0733203618993,,,,,,51.54648343,-0.13713672,1,Single,5,Very Good,4,Professional occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2599,0030351753,1995-05-21,Josephine,Wilcox,H19461647,30,F83006,AMPTHILL PRACTICE,180.10919132136326,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDBMMKFY,Business Management and Marketing (including foundation year),51.54665223,-0.13738137,1,Single,5,Very Good,3,"Managers, directors and senior officials",2,Female,3,31-48 hours per week,4,Economically active - student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2600,0046477425,2006-05-21,Daniel,Torres,H16719755,19,F83006,AMPTHILL PRACTICE,237.58491824978873,School,143217,The Bridge School,,,51.54616585,-0.13653993,1,Single,5,Very Good,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2601,0026964657,1991-05-21,Carol,Wright,H19461114,34,F83006,AMPTHILL PRACTICE,204.24841139406433,,,,,,51.54653985,-0.13700933,1,Single,5,Very Good,8,"Caring, Leisure and other service occupations",2,Female,7,16-30 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2602,0002463639,2025-05-21,Cedric,Ferdinand,H16719998,0,F83006,AMPTHILL PRACTICE,186.87131470836516,,,,,,51.54650455,-0.13725733,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,1,Male,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2603,0046408322,2000-05-21,Edward,Laso,H19460907,25,F83006,AMPTHILL PRACTICE,175.91163326038807,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDFSMKJR,Fashion Marketing and Journalism,51.54672446,-0.13746422,1,Single,5,Very Good,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2604,0046408322,2000-05-21,Edward,Laso,H19460907,25,F83006,AMPTHILL PRACTICE,175.91163326038807,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDFSMKJR,Fashion Marketing and Journalism,51.54672446,-0.13746422,1,Single,5,Very Good,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Asian,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2605,0034977530,1997-05-21,Stewart,Shelton,H19460951,28,F83006,AMPTHILL PRACTICE,193.23879015239964,,,,,,51.5465503,-0.13717041,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,4,<49 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2606,0007616429,1982-05-21,Ana,Lachner,H19461575,43,F83006,AMPTHILL PRACTICE,220.31923890875743,,,,,,51.54628576,-0.13677406,1,Single,4, Good,6,Administrative and secretarial occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2607,0014622579,1990-05-21,Rolando,Medina,H19461047,35,F83006,AMPTHILL PRACTICE,233.1910265303584,,,,,,51.54616247,-0.13660449,1,Single,4, Good,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2608,0020202313,1999-05-21,Jerome,Buonocore,H19461114,26,F83006,AMPTHILL PRACTICE,204.24841139406433,,,,,,51.54653985,-0.13700933,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,6,<15 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2609,0049353129,2015-05-21,Sandra,Shindorf,H16719824,10,F83006,AMPTHILL PRACTICE,192.50574251705595,School,145731,Hungerford School,,,51.54661215,-0.13719141,2,<16 years old therefore ineligible to marry,4, Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,1,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2610,0044007723,2003-05-21,Leslie,Blackmon,H19460792,22,F83006,AMPTHILL PRACTICE,207.96069191792236,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDTTRMAN,Tourism and Travel Management,51.54653544,-0.13695498,1,Single,5,Very Good,11,Elementary occupations,2,Female,6,<15 hours per week,4,Economically active - student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2611,0044007723,2003-05-21,Leslie,Blackmon,H19460792,22,F83006,AMPTHILL PRACTICE,207.96069191792236,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDTTRMAN,Tourism and Travel Management,51.54653544,-0.13695498,1,Single,5,Very Good,11,Elementary occupations,2,Female,6,<15 hours per week,4,Economically active - student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2612,0019666974,1988-05-21,Gina,Cole,H19460960,37,F83006,AMPTHILL PRACTICE,208.8703424048324,,,,,,51.54634935,-0.13693533,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,2,Bad,9,Sales and customer service occupations,2,Female,5,16-74 years old who do not fall into these categories,10,Economically inactive -  long-term sick or disabled,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2613,0034378590,2008-05-21,Christopher,Whitney,H19461047,17,F83006,AMPTHILL PRACTICE,233.1910265303584,School,143217,The Bridge School,,,51.54616247,-0.13660449,1,Single,5,Very Good,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2614,0041468021,2008-05-21,John,Thompson,H19461685,17,F83006,AMPTHILL PRACTICE,231.315182440966,School,143217,The Bridge School,,,51.54623562,-0.13662027,1,Single,5,Very Good,2,Not Working,1,Male,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Asian,,1,,,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2615,0050770408,2014-05-21,Carmen,Andrews,H16719801,11,F83006,AMPTHILL PRACTICE,174.35261709257978,School,100453,Beacon High,,,51.54663006,-0.13746016,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2616,0045938032,2004-05-21,Wm,Duarte,H19461685,21,F83006,AMPTHILL PRACTICE,231.315182440966,University,10004048,LONDON METROPOLITAN UNIVERSITY,UDHUMNUT,Human Nutrition,51.54623562,-0.13662027,1,Single,5,Very Good,9,Sales and customer service occupations,1,Male,6,<15 hours per week,4,Economically active - student,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2617,0038816186,1996-05-21,Douglas,Mcnulty,H16719997,29,F83006,AMPTHILL PRACTICE,206.75260355329348,,,,,,51.54627048,-0.13697225,1,Single,1,Very Bad,5,Associate professional and technical occupations,1,Male,3,31-48 hours per week,3,Economically active - employee,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,1,,1,,2,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2618,0030932593,1997-05-21,Sandra,Barron,H19460789,28,F83006,AMPTHILL PRACTICE,212.1793936326702,,,,,,51.54634561,-0.13688763,1,Single,4, Good,8,"Caring, Leisure and other service occupations",2,Female,4,<49 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Underweight
2619,0033738662,2019-05-21,Edwina,Brophy,H16719997,6,F83006,AMPTHILL PRACTICE,206.75260355329348,School,145731,Hungerford School,,,51.54627048,-0.13697225,2,<16 years old therefore ineligible to marry,5,Very Good,1,<16 years old,2,Female,1,<16 years old,1,<16 years old,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,1,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2620,0003734674,2001-05-21,Lee,Wise,H19461411,24,F83006,AMPTHILL PRACTICE,232.67559042687907,,,,,,51.54643962,-0.13659044,1,Single,5,Very Good,11,Elementary occupations,1,Male,5,16-74 years old who do not fall into these categories,6,Economically active - unemployed,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2621,0021597359,2002-05-21,Lewis,Sanders,H19461310,23,F83006,AMPTHILL PRACTICE,197.61298774827063,,,,,,51.54650351,-0.13710162,1,Single,4, Good,8,"Caring, Leisure and other service occupations",1,Male,7,16-30 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2622,0029720607,1981-05-21,Janice,Langford,H16719777,44,F83006,AMPTHILL PRACTICE,222.64138925593437,,,,,,51.5466322,-0.13675637,4, Married or in a same sex civil partnership,4, Good,3,"Managers, directors and senior officials",2,Female,3,31-48 hours per week,5,Economically active -  self employed,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,1,,,,1,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2623,0050009229,1967-05-21,Frank,Myles,H19461309,58,F83006,AMPTHILL PRACTICE,200.2516308553473,,,,,,51.54655279,-0.13706897,1,Single,1,Very Bad,7,Skilled trades occupations,1,Male,4,<49 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,1,,1,1,3,NHS North Central London Integrated Care Board,E54000028,U83457,1,Overweight
2624,0008911779,1997-05-21,Donna,Nelson,H19461420,28,F83006,AMPTHILL PRACTICE,182.5991654597553,,,,,,51.54654306,-0.13732384,1,Single,4, Good,5,Associate professional and technical occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,Black,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
2625,0011620611,2002-05-21,Bernice,Otani,H16719755,23,F83006,AMPTHILL PRACTICE,237.58491824978873,University,10007773,OPEN UNIVERSITY(THE),R62,Computing with Electronic Engineering,51.54616585,-0.13653993,1,Single,5,Very Good,11,Elementary occupations,2,Female,5,16-74 years old who do not fall into these categories,11,Economically inactive -  student,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Underweight
2626,0027120253,1967-05-21,Claudia,Shindorf,H16719824,58,F83006,AMPTHILL PRACTICE,192.50574251705595,,,,,,51.54661215,-0.13719141,4, Married or in a same sex civil partnership,5,Very Good,4,Professional occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,8,Two adults and 2+ children,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Idealweight
2627,0046659961,1977-05-21,Ginger,Robinson,H19461685,48,F83006,AMPTHILL PRACTICE,231.315182440966,,,,,,51.54623562,-0.13662027,3,Divorced or formerly in a same-sex civil partnership which is now legally dissolved,5,Very Good,9,Sales and customer service occupations,2,Female,3,31-48 hours per week,3,Economically active - employee,9,Complex other,SECOND FLOOR FLAT 35,LAWFORD ROAD,LONDON,LONDON,CAMDEN,GREATER LONDON,2,NW5 2LG,NW52LG,E09000007,Camden London Boro,E01000870,White,,,,,,0,NHS North Central London Integrated Care Board,E54000028,U83457,0,Overweight
